Sales_Person,Geo,Product_ID,Date,Amount,Customers,Boxes
SP15,G2,P01,06/14/21,7448,183,266
SP08,G2,P18,06/14/21,1617,57,49
SP19,G3,P07,06/14/21,840,2,35
SP08,G2,P03,06/14/21,7042,294,441
SP01,G5,P08,06/15/21,9247,527,487
SP03,G3,P01,06/15/21,1799,76,60
SP11,G4,P12,06/15/21,644,135,38
SP11,G4,P02,06/16/21,11172,109,1397
SP11,G3,P19,06/16/21,9191,240,766
SP24,G3,P21,06/16/21,14889,132,828
SP16,G5,P18,06/16/21,5670,57,189
SP24,G3,P09,06/16/21,693,3,58
SP23,G3,P17,06/16/21,12642,19,575
SP18,G2,P07,06/16/21,8414,257,312
SP14,G3,P09,06/16/21,15162,2,1896
SP09,G2,P14,06/16/21,9135,35,762
SP25,G6,P07,06/16/21,4375,90,146
SP14,G2,P08,06/17/21,3493,7,146
SP16,G6,P03,06/17/21,3157,47,186
SP25,G2,P18,06/17/21,9884,163,300
SP23,G5,P21,06/17/21,8029,35,473
SP08,G5,P10,06/17/21,2002,96,72
SP11,G6,P06,06/17/21,8589,54,537
SP01,G5,P05,06/17/21,1554,49,120
SP20,G3,P02,06/17/21,8792,378,677
SP23,G5,P05,06/17/21,2415,25,128
SP24,G1,P06,06/17/21,266,101,16
SP15,G1,P05,06/17/21,3381,186,226
SP06,G3,P19,06/17/21,1505,33,116
SP03,G6,P16,06/17/21,1708,81,61
SP23,G2,P11,06/17/21,3857,89,155
SP25,G4,P21,06/17/21,1141,249,58
SP21,G5,P21,06/17/21,11844,132,790
SP09,G5,P22,06/17/21,7294,174,348
SP19,G5,P10,06/17/21,5516,228,205
SP02,G2,P09,06/18/21,3598,34,450
SP04,G5,P19,06/18/21,4795,76,320
SP21,G2,P11,06/18/21,6657,296,222
SP20,G6,P03,06/18/21,8071,37,367
SP22,G6,P17,06/18/21,16548,246,613
SP08,G6,P17,06/18/21,1393,207,61
SP08,G1,P15,06/18/21,3731,155,249
SP24,G4,P01,06/18/21,7322,232,293
SP23,G2,P04,06/18/21,3367,164,154
SP18,G4,P04,06/18/21,3752,252,188
SP07,G6,P13,06/18/21,3080,141,182
SP22,G2,P11,06/18/21,9534,103,318
SP03,G6,P10,06/18/21,5166,150,216
SP14,G1,P20,06/18/21,4018,229,237
SP01,G3,P08,06/18/21,5376,69,336
SP17,G3,P22,06/18/21,2884,101,138
SP25,G4,P17,06/18/21,7588,72,253
SP11,G1,P08,06/18/21,12341,303,561
SP05,G5,P09,06/18/21,7392,53,822
SP15,G4,P03,06/21/21,9247,204,421
SP15,G1,P17,06/21/21,14035,66,540
SP07,G6,P02,06/21/21,1890,20,146
SP13,G4,P11,06/21/21,3738,98,134
SP09,G5,P02,06/22/21,2940,46,294
SP25,G3,P06,06/22/21,5145,325,396
SP06,G6,P09,06/22/21,3031,316,337
SP10,G4,P16,06/22/21,2317,82,101
SP25,G2,P22,06/22/21,5327,168,214
SP25,G2,P05,06/22/21,7301,288,457
SP14,G5,P22,06/22/21,12880,195,644
SP17,G6,P07,06/22/21,11221,2,511
SP25,G1,P11,06/23/21,4599,50,184
SP20,G2,P17,06/23/21,1981,208,77
SP23,G2,P22,06/23/21,784,510,33
SP02,G6,P03,06/23/21,3171,40,151
SP15,G3,P19,06/23/21,6853,147,762
SP21,G5,P10,06/24/21,4648,147,194
SP09,G1,P20,06/24/21,10493,20,656
SP02,G4,P17,06/24/21,1456,49,54
SP24,G2,P18,06/24/21,9296,341,345
SP17,G1,P15,06/24/21,9723,122,973
SP16,G5,P17,06/24/21,483,595,20
SP17,G1,P19,06/24/21,1869,46,144
SP02,G1,P09,06/24/21,6951,290,696
SP19,G6,P21,06/24/21,4466,279,236
SP09,G6,P03,06/24/21,3199,98,178
SP05,G2,P08,06/24/21,11270,179,537
SP12,G6,P12,06/24/21,11641,244,728
SP23,G6,P17,06/24/21,11809,217,473
SP16,G4,P08,06/24/21,22484,38,978
SP20,G4,P02,06/24/21,4130,33,276
SP21,G3,P13,06/24/21,14420,163,721
SP16,G3,P10,06/24/21,3220,12,135
SP05,G6,P07,06/25/21,6293,248,243
SP07,G4,P12,06/25/21,15365,338,1281
SP24,G6,P22,06/25/21,8897,131,495
SP23,G4,P14,06/25/21,5215,437,348
SP20,G5,P04,06/25/21,12180,68,609
SP23,G2,P10,06/25/21,6741,87,281
SP09,G3,P01,06/25/21,2856,197,99
SP15,G2,P13,06/25/21,2758,5,163
SP09,G4,P19,06/25/21,9660,29,805
SP04,G4,P11,06/25/21,49,445,2
SP20,G2,P01,06/25/21,6258,338,202
SP09,G1,P01,06/25/21,28,274,2
SP04,G3,P20,06/25/21,4452,309,212
SP02,G5,P10,06/25/21,2716,240,105
SP18,G6,P10,06/25/21,12495,23,481
SP01,G3,P18,06/25/21,9737,212,296
SP22,G5,P02,06/25/21,3241,232,325
SP10,G2,P03,06/25/21,9716,33,608
SP13,G3,P13,06/25/21,6461,178,404
SP17,G5,P18,06/25/21,420,52,14
SP07,G4,P06,06/25/21,3906,170,279
SP21,G3,P01,06/28/21,3129,177,126
SP08,G2,P13,06/28/21,2604,368,114
SP03,G6,P09,06/28/21,2009,265,144
SP10,G2,P17,06/28/21,3339,92,129
SP24,G5,P05,06/28/21,3871,107,204
SP05,G5,P22,06/28/21,1120,301,44
SP10,G2,P22,06/28/21,4529,109,227
SP10,G1,P19,06/28/21,3115,22,284
SP18,G4,P13,06/28/21,6111,115,322
SP06,G2,P03,06/28/21,7476,232,440
SP19,G3,P05,06/28/21,1925,256,92
SP10,G2,P07,06/28/21,4760,157,207
SP22,G6,P21,06/28/21,17724,63,1182
SP06,G1,P05,06/28/21,3731,89,220
SP09,G5,P19,06/28/21,7574,99,583
SP07,G5,P14,06/28/21,4137,34,345
SP09,G1,P17,06/28/21,13076,120,436
SP17,G3,P05,06/29/21,4403,66,339
SP21,G3,P22,06/29/21,2478,396,108
SP04,G2,P22,06/29/21,2016,26,96
SP17,G2,P19,06/29/21,1799,262,129
SP20,G2,P12,06/29/21,6685,277,372
SP06,G6,P13,06/29/21,5257,225,277
SP12,G5,P06,06/29/21,2408,232,172
SP11,G6,P04,06/29/21,5096,92,243
SP10,G2,P15,06/29/21,9772,116,815
SP24,G2,P02,06/29/21,8071,78,539
SP06,G3,P20,06/30/21,4984,543,333
SP18,G6,P20,06/30/21,8134,299,543
SP24,G2,P01,06/30/21,861,57,30
SP14,G4,P10,06/30/21,8694,17,396
SP07,G6,P18,06/30/21,2576,139,84
SP24,G6,P04,07/01/21,1519,214,73
SP09,G3,P21,07/01/21,7476,152,534
SP12,G2,P18,07/01/21,8155,84,272
SP15,G5,P02,07/01/21,1995,212,167
SP15,G2,P20,07/01/21,3535,22,169
SP18,G4,P05,07/01/21,5033,142,360
SP18,G2,P19,07/01/21,5068,35,461
SP11,G4,P14,07/02/21,399,117,37
SP21,G6,P17,07/02/21,1246,235,43
SP16,G1,P18,07/02/21,3423,464,127
SP03,G2,P09,07/02/21,2632,150,329
SP01,G5,P13,07/02/21,5474,83,274
SP15,G3,P02,07/02/21,84,204,9
SP17,G2,P18,07/02/21,4228,26,157
SP23,G4,P10,07/02/21,5418,253,258
SP03,G6,P03,07/02/21,2373,252,132
SP06,G3,P02,07/02/21,8659,245,963
SP09,G6,P21,07/02/21,11361,43,758
SP18,G4,P10,07/02/21,462,312,21
SP07,G6,P06,07/02/21,3668,96,175
SP12,G4,P17,07/02/21,2534,17,102
SP04,G6,P06,07/05/21,5838,290,325
SP19,G6,P07,07/05/21,8036,50,366
SP20,G5,P06,07/05/21,3311,215,195
SP24,G1,P18,07/05/21,21,128,1
SP20,G5,P13,07/05/21,6979,36,349
SP03,G3,P21,07/05/21,7308,34,366
SP03,G4,P13,07/05/21,14609,22,812
SP02,G3,P21,07/06/21,7721,264,368
SP19,G4,P19,07/06/21,6944,446,463
SP25,G1,P02,07/06/21,3738,117,234
SP08,G5,P06,07/06/21,13867,155,730
SP12,G6,P08,07/06/21,6664,152,392
SP20,G2,P07,07/06/21,4802,41,161
SP24,G3,P04,07/06/21,11410,15,571
SP06,G1,P21,07/06/21,308,205,22
SP19,G4,P01,07/07/21,2009,87,75
SP08,G3,P02,07/07/21,2191,4,200
SP03,G1,P07,07/07/21,5642,147,217
SP12,G3,P01,07/07/21,511,295,20
SP24,G3,P02,07/07/21,19754,175,1976
SP14,G3,P07,07/07/21,1547,286,65
SP19,G4,P03,07/07/21,4991,532,294
SP14,G4,P18,07/07/21,17647,186,679
SP24,G5,P06,07/07/21,12593,37,969
SP13,G5,P12,07/07/21,4368,51,398
SP12,G6,P02,07/07/21,8715,182,727
SP01,G6,P21,07/07/21,1617,314,102
SP10,G2,P21,07/07/21,1085,110,58
SP14,G4,P16,07/07/21,4256,283,158
SP10,G6,P21,07/07/21,175,24,8
SP24,G3,P19,07/07/21,10689,151,713
SP07,G2,P06,07/07/21,7798,9,557
SP23,G1,P15,07/07/21,1036,76,87
SP08,G4,P14,07/07/21,2107,17,163
SP19,G4,P11,07/07/21,7098,348,237
SP09,G3,P09,07/07/21,3073,94,513
SP06,G6,P15,07/07/21,5145,13,343
SP05,G4,P16,07/07/21,4620,166,185
SP12,G1,P01,07/08/21,6062,244,217
SP10,G5,P22,07/08/21,7581,171,304
SP08,G4,P04,07/08/21,2198,17,105
SP24,G1,P01,07/08/21,1946,51,65
SP24,G3,P17,07/08/21,2800,230,108
SP25,G6,P20,07/08/21,7182,332,360
SP22,G2,P21,07/08/21,7301,287,522
SP20,G3,P16,07/08/21,10108,107,349
SP17,G1,P18,07/08/21,5369,97,174
SP18,G3,P21,07/08/21,2667,96,167
SP04,G4,P17,07/08/21,16779,215,646
SP22,G4,P19,07/08/21,10521,132,1169
SP21,G5,P22,07/08/21,1113,82,51
SP21,G6,P14,07/08/21,13188,301,1015
SP15,G2,P04,07/08/21,4760,53,340
SP14,G1,P02,07/08/21,6461,153,808
SP13,G3,P09,07/08/21,6454,180,718
SP09,G3,P12,07/08/21,1757,125,118
SP21,G4,P08,07/08/21,2618,83,110
SP14,G1,P07,07/09/21,10815,100,373
SP07,G6,P07,07/09/21,12488,358,500
SP22,G3,P06,07/09/21,4536,139,239
SP01,G1,P08,07/09/21,1645,379,83
SP03,G4,P14,07/12/21,1883,63,135
SP12,G5,P02,07/12/21,7091,92,546
SP07,G5,P19,07/12/21,7763,351,555
SP01,G4,P01,07/12/21,2534,46,111
SP15,G2,P16,07/12/21,91,26,4
SP16,G3,P01,07/12/21,1813,31,73
SP09,G2,P04,07/12/21,3430,263,215
SP11,G6,P20,07/12/21,7063,18,416
SP17,G6,P17,07/12/21,3780,38,158
SP07,G4,P05,07/13/21,1456,61,91
SP07,G6,P15,07/13/21,7889,337,494
SP23,G3,P16,07/13/21,693,248,23
SP16,G2,P09,07/13/21,9548,32,735
SP04,G4,P21,07/13/21,4445,211,203
SP10,G3,P14,07/13/21,1288,228,86
SP15,G3,P13,07/13/21,6167,322,257
SP05,G6,P03,07/13/21,6909,112,364
SP08,G5,P02,07/13/21,2296,122,154
SP03,G4,P05,07/14/21,406,15,24
SP04,G1,P07,07/14/21,1904,199,71
SP14,G6,P03,07/14/21,9443,168,430
SP14,G2,P18,07/14/21,1232,7,38
SP05,G6,P05,07/14/21,1519,9,95
SP24,G6,P12,07/14/21,231,299,14
SP16,G3,P11,07/15/21,4907,212,205
SP20,G5,P08,07/15/21,5999,430,316
SP21,G6,P16,07/15/21,2863,158,99
SP02,G5,P16,07/15/21,3430,118,132
SP22,G3,P17,07/15/21,13405,229,463
SP13,G2,P18,07/15/21,1981,260,67
SP14,G5,P02,07/15/21,9373,17,1042
SP11,G6,P13,07/15/21,12089,104,637
SP16,G2,P07,07/15/21,2940,405,109
SP14,G4,P21,07/15/21,2149,82,127
SP13,G3,P14,07/15/21,7378,104,462
SP21,G3,P11,07/15/21,945,59,30
SP14,G2,P05,07/15/21,1225,62,82
SP02,G3,P02,07/15/21,8484,201,606
SP10,G5,P15,07/15/21,2009,75,155
SP13,G2,P09,07/15/21,11473,80,1913
SP07,G1,P22,07/15/21,945,18,45
SP19,G5,P11,07/15/21,973,97,41
SP09,G6,P14,07/15/21,6517,36,593
SP11,G4,P07,07/16/21,7798,84,312
SP11,G4,P05,07/16/21,966,171,57
SP04,G4,P02,07/16/21,917,75,77
SP09,G6,P01,07/16/21,434,211,17
SP14,G5,P07,07/16/21,9037,509,323
SP13,G5,P20,07/16/21,364,17,22
SP12,G2,P03,07/16/21,7903,14,416
SP05,G2,P13,07/16/21,8540,154,389
SP18,G3,P05,07/16/21,4130,64,207
SP02,G2,P06,07/16/21,2653,161,166
SP22,G6,P06,07/16/21,7133,84,549
SP09,G2,P17,07/16/21,6678,32,268
SP11,G1,P18,07/16/21,9884,258,396
SP18,G5,P02,07/16/21,11417,45,1269
SP09,G1,P18,07/16/21,11039,91,409
SP07,G5,P16,07/16/21,189,229,7
SP18,G1,P21,07/16/21,2835,6,135
SP12,G3,P16,07/16/21,4214,116,141
SP11,G1,P06,07/16/21,3031,505,145
SP25,G1,P13,07/16/21,4851,131,211
SP13,G6,P06,07/16/21,4543,364,240
SP11,G5,P15,07/19/21,3108,210,389
SP14,G6,P07,07/19/21,3563,69,128
SP24,G1,P04,07/19/21,8981,173,499
SP06,G3,P07,07/19/21,833,105,34
SP21,G3,P18,07/19/21,4165,20,155
SP06,G4,P07,07/19/21,896,211,36
SP06,G3,P15,07/19/21,12943,9,925
SP09,G1,P08,07/19/21,3983,327,182
SP13,G5,P10,07/20/21,4025,73,161
SP02,G4,P08,07/20/21,4809,169,241
SP11,G5,P06,07/20/21,6398,106,400
SP14,G2,P20,07/20/21,2387,160,171
SP20,G1,P15,07/20/21,5789,245,446
SP22,G2,P18,07/20/21,6769,60,219
SP25,G6,P14,07/20/21,3248,113,271
SP07,G3,P16,07/20/21,11473,290,499
SP02,G1,P04,07/20/21,819,135,49
SP20,G2,P22,07/20/21,6195,66,239
SP06,G2,P22,07/20/21,2961,24,119
SP12,G5,P10,07/20/21,3360,247,147
SP11,G2,P03,07/20/21,10059,284,592
SP09,G6,P10,07/20/21,5257,278,229
SP23,G2,P20,07/21/21,1596,244,84
SP12,G1,P17,07/21/21,8316,85,320
SP02,G6,P02,07/21/21,3283,356,235
SP12,G1,P11,07/21/21,6727,113,217
SP10,G5,P13,07/21/21,1344,252,68
SP04,G5,P05,07/21/21,4774,72,319
SP12,G2,P01,07/21/21,399,243,14
SP22,G5,P01,07/21/21,3024,301,121
SP13,G5,P03,07/21/21,602,126,41
SP15,G1,P21,07/21/21,8673,94,434
SP16,G5,P20,07/21/21,12404,192,591
SP05,G3,P06,07/21/21,9541,54,637
SP16,G2,P03,07/21/21,483,180,25
SP05,G4,P07,07/21/21,2709,173,97
SP07,G6,P04,07/21/21,10983,68,687
SP21,G4,P18,07/22/21,4326,183,140
SP12,G4,P05,07/22/21,112,89,7
SP20,G2,P15,07/22/21,5565,39,619
SP20,G5,P02,07/22/21,9898,110,1100
SP19,G2,P11,07/22/21,476,176,20
SP24,G2,P06,07/22/21,4599,197,329
SP04,G2,P14,07/22/21,3031,113,190
SP02,G6,P11,07/22/21,5208,124,186
SP05,G2,P21,07/22/21,5873,185,267
SP12,G1,P10,07/22/21,16968,139,653
SP17,G2,P21,07/22/21,12635,78,903
SP13,G4,P08,07/22/21,567,120,34
SP06,G6,P16,07/22/21,8246,383,330
SP17,G4,P09,07/23/21,3101,232,239
SP22,G3,P20,07/23/21,4326,221,228
SP14,G4,P06,07/23/21,5376,114,317
SP06,G4,P10,07/23/21,2240,9,102
SP23,G6,P12,07/23/21,784,118,44
SP01,G3,P03,07/26/21,2240,198,118
SP01,G3,P22,07/26/21,6643,352,266
SP03,G2,P20,07/26/21,4459,186,235
SP14,G3,P21,07/26/21,6713,286,373
SP11,G3,P10,07/26/21,3108,169,116
SP10,G3,P21,07/26/21,11116,118,530
SP06,G2,P08,07/26/21,406,329,18
SP17,G6,P19,07/26/21,6055,532,757
SP21,G5,P01,07/26/21,2968,12,106
SP24,G3,P08,07/27/21,5369,264,256
SP08,G5,P17,07/27/21,9268,124,371
SP06,G6,P18,07/27/21,7735,458,287
SP07,G3,P21,07/27/21,8540,390,407
SP17,G2,P20,07/27/21,6265,52,369
SP17,G4,P18,07/27/21,98,288,4
SP22,G2,P01,07/27/21,7105,22,237
SP07,G6,P22,07/27/21,10605,14,483
SP18,G2,P06,07/27/21,20384,253,1359
SP14,G2,P07,07/27/21,364,79,15
SP10,G1,P11,07/27/21,6881,161,238
SP16,G5,P11,07/27/21,483,48,20
SP14,G6,P20,07/27/21,11284,220,753
SP21,G4,P10,07/27/21,1449,113,52
SP05,G6,P08,07/28/21,7273,403,317
SP10,G3,P07,07/28/21,6916,309,277
SP15,G6,P06,07/28/21,868,38,52
SP01,G6,P20,07/28/21,952,134,53
SP16,G4,P06,07/28/21,3220,94,190
SP18,G4,P22,07/28/21,3745,187,209
SP04,G3,P03,07/29/21,10878,57,473
SP21,G4,P02,07/29/21,2653,266,295
SP13,G2,P22,07/29/21,1043,133,53
SP25,G2,P14,07/29/21,5257,63,526
SP17,G1,P04,07/29/21,9639,374,439
SP15,G4,P04,07/29/21,12950,249,720
SP01,G5,P19,07/29/21,2884,258,412
SP03,G1,P03,07/29/21,3024,340,132
SP03,G4,P03,07/29/21,9394,332,553
SP07,G4,P10,07/29/21,3878,1,177
SP23,G4,P05,07/29/21,9863,245,520
SP11,G5,P14,07/29/21,3451,256,346
SP19,G5,P21,07/29/21,8078,136,385
SP16,G2,P22,07/29/21,3115,183,120
SP16,G3,P08,07/29/21,1981,325,95
SP19,G4,P13,07/29/21,8078,14,426
SP24,G3,P07,07/29/21,8757,229,351
SP08,G5,P14,07/29/21,4466,230,406
SP04,G3,P18,07/30/21,896,140,34
SP15,G3,P21,07/30/21,10045,145,670
SP06,G4,P06,07/30/21,12845,328,857
SP20,G3,P06,07/30/21,8708,115,581
SP02,G1,P19,07/30/21,476,21,44
SP25,G4,P04,07/30/21,2625,25,120
SP23,G3,P12,07/30/21,10969,391,646
SP01,G2,P02,08/02/21,14763,155,985
SP20,G4,P19,08/02/21,13188,85,1884
SP05,G2,P03,08/02/21,6944,299,386
SP20,G5,P17,08/02/21,8561,196,306
SP16,G4,P17,08/02/21,4753,259,217
SP24,G1,P07,08/02/21,10388,95,473
SP18,G5,P17,08/02/21,8057,106,310
SP01,G6,P08,08/02/21,7,199,1
SP04,G4,P15,08/02/21,1666,94,209
SP23,G2,P01,08/02/21,3934,99,158
SP12,G1,P18,08/02/21,11746,297,368
SP06,G5,P09,08/02/21,10150,10,1015
SP21,G6,P03,08/02/21,8204,91,513
SP01,G4,P03,08/02/21,8015,357,501
SP17,G1,P05,08/02/21,2695,136,159
SP22,G1,P12,08/02/21,4277,97,286
SP05,G1,P17,08/02/21,1617,211,68
SP17,G1,P22,08/02/21,6181,146,248
SP19,G3,P13,08/03/21,5957,71,249
SP24,G5,P21,08/03/21,4550,41,253
SP05,G6,P11,08/03/21,7217,1,278
SP06,G1,P06,08/03/21,4151,21,260
SP10,G3,P18,08/03/21,7910,70,256
SP15,G4,P07,08/03/21,5446,299,188
SP24,G6,P09,08/03/21,9443,403,1050
SP13,G5,P07,08/03/21,7945,101,346
SP14,G2,P13,08/03/21,6167,104,257
SP02,G3,P09,08/04/21,12404,68,955
SP14,G4,P22,08/04/21,7168,12,378
SP16,G5,P03,08/04/21,2779,102,155
SP12,G5,P04,08/05/21,17843,91,1190
SP09,G1,P03,08/05/21,1491,171,68
SP23,G6,P11,08/05/21,4907,151,164
SP20,G2,P09,08/05/21,11452,137,1273
SP17,G5,P14,08/05/21,7301,4,812
SP06,G5,P12,08/05/21,1708,65,122
SP16,G2,P10,08/05/21,6013,343,215
SP12,G2,P12,08/05/21,3654,62,261
SP18,G1,P19,08/05/21,13279,12,1660
SP21,G1,P18,08/05/21,8554,247,276
SP11,G3,P14,08/05/21,8554,56,713
SP24,G6,P10,08/05/21,14,27,1
SP19,G6,P03,08/05/21,2156,306,114
SP13,G6,P20,08/06/21,3605,249,181
SP25,G5,P10,08/06/21,3668,248,142
SP06,G6,P06,08/06/21,6909,240,329
SP19,G2,P15,08/06/21,7434,52,744
SP11,G4,P20,08/06/21,2030,223,127
SP23,G6,P15,08/06/21,12201,108,763
SP09,G5,P01,08/06/21,5075,53,203
SP15,G4,P20,08/06/21,9478,194,527
SP14,G5,P15,08/06/21,4774,147,597
SP03,G2,P01,08/06/21,7413,268,323
SP20,G6,P15,08/06/21,5950,261,744
SP01,G3,P01,08/06/21,4592,84,192
SP17,G3,P13,08/06/21,42,80,2
SP07,G2,P21,08/06/21,1148,383,77
SP06,G2,P20,08/09/21,3122,30,165
SP22,G4,P08,08/09/21,6510,366,362
SP17,G1,P01,08/09/21,1421,135,53
SP17,G6,P10,08/09/21,273,221,13
SP06,G1,P13,08/09/21,15400,62,963
SP07,G3,P02,08/09/21,11193,39,700
SP06,G5,P08,08/09/21,15813,158,753
SP02,G3,P13,08/09/21,4375,280,274
SP14,G2,P02,08/09/21,11683,166,899
SP23,G5,P10,08/09/21,9009,262,361
SP17,G5,P10,08/09/21,7112,180,264
SP16,G5,P09,08/09/21,882,158,126
SP20,G1,P19,08/09/21,5152,91,644
SP08,G3,P03,08/09/21,2947,438,174
SP07,G2,P13,08/09/21,2905,226,146
SP10,G6,P17,08/09/21,2548,267,107
SP22,G4,P07,08/09/21,3437,462,157
SP02,G2,P04,08/09/21,5740,80,410
SP05,G6,P13,08/09/21,2842,12,168
SP01,G2,P08,08/09/21,9863,348,429
SP09,G2,P08,08/09/21,2772,250,164
SP10,G5,P06,08/09/21,7833,184,603
SP06,G1,P15,08/10/21,10248,61,684
SP09,G6,P04,08/10/21,5677,176,355
SP17,G3,P09,08/10/21,8596,282,1433
SP04,G3,P10,08/10/21,6657,104,267
SP05,G1,P15,08/10/21,8134,231,678
SP13,G4,P17,08/10/21,3122,215,105
SP16,G4,P14,08/10/21,875,213,55
SP14,G6,P17,08/10/21,3199,385,134
SP20,G1,P09,08/10/21,5600,270,700
SP23,G2,P21,08/10/21,2646,37,177
SP02,G3,P08,08/10/21,16940,164,706
SP24,G6,P16,08/10/21,9191,114,368
SP03,G5,P20,08/10/21,9562,379,456
SP06,G4,P18,08/10/21,567,55,20
SP21,G2,P12,08/10/21,5173,186,288
SP07,G4,P09,08/10/21,4781,273,342
SP03,G1,P18,08/10/21,6111,73,191
SP02,G4,P06,08/10/21,2373,477,119
SP19,G1,P04,08/10/21,17892,469,1278
SP05,G2,P17,08/10/21,1729,43,70
SP19,G4,P02,08/10/21,4508,87,282
SP14,G4,P11,08/11/21,11641,76,432
SP25,G3,P07,08/11/21,3647,239,131
SP05,G3,P16,08/11/21,5670,20,237
SP23,G2,P05,08/11/21,1036,528,58
SP22,G4,P04,08/11/21,11067,107,615
SP12,G3,P17,08/11/21,3010,149,131
SP04,G4,P03,08/11/21,4753,187,207
SP02,G6,P04,08/11/21,11690,278,616
SP11,G1,P21,08/11/21,1428,95,96
SP18,G6,P19,08/11/21,5467,30,547
SP01,G5,P22,08/11/21,11018,126,501
SP16,G1,P15,08/11/21,10171,11,1272
SP25,G2,P04,08/11/21,4935,286,260
SP21,G1,P11,08/11/21,2499,20,81
SP22,G3,P03,08/11/21,2492,91,139
SP12,G6,P15,08/11/21,17549,194,1755
SP23,G6,P18,08/11/21,6636,35,256
SP23,G3,P11,08/11/21,8904,372,308
SP20,G6,P09,08/11/21,16702,324,1392
SP05,G3,P07,08/11/21,1701,500,59
SP08,G6,P22,08/11/21,10269,324,541
SP22,G6,P09,08/11/21,4410,81,630
SP07,G6,P14,08/12/21,1610,417,115
SP16,G3,P21,08/12/21,14399,141,800
SP11,G4,P10,08/12/21,1169,310,49
SP07,G6,P20,08/12/21,13867,320,694
SP10,G2,P19,08/12/21,2261,89,283
SP21,G1,P17,08/12/21,2394,171,83
SP23,G5,P01,08/12/21,5243,30,228
SP19,G4,P08,08/12/21,4501,145,196
SP12,G6,P18,08/13/21,2513,144,77
SP12,G3,P10,08/13/21,2828,49,114
SP07,G2,P09,08/13/21,13944,77,1550
SP13,G2,P16,08/13/21,3136,63,112
SP06,G6,P03,08/13/21,6587,214,347
SP15,G4,P10,08/13/21,2254,232,87
SP09,G4,P09,08/13/21,6356,64,795
SP03,G1,P06,08/13/21,2688,312,168
SP24,G3,P12,08/13/21,5719,57,477
SP15,G6,P14,08/13/21,238,122,27
SP13,G1,P18,08/13/21,3486,62,113
SP19,G1,P03,08/13/21,4228,190,193
SP12,G6,P11,08/16/21,12054,43,389
SP23,G5,P15,08/16/21,777,360,52
SP11,G1,P03,08/16/21,1281,266,81
SP19,G1,P05,08/16/21,15043,167,836
SP08,G3,P01,08/16/21,7959,84,319
SP20,G2,P06,08/16/21,651,107,31
SP08,G2,P15,08/16/21,14280,124,1190
SP08,G5,P20,08/16/21,672,190,42
SP02,G1,P17,08/16/21,420,64,15
SP22,G1,P08,08/16/21,9527,220,397
SP11,G2,P21,08/16/21,3262,58,164
SP07,G5,P09,08/16/21,5201,107,401
SP09,G6,P18,08/16/21,9905,69,331
SP22,G5,P21,08/16/21,2457,245,176
SP08,G4,P06,08/16/21,8890,11,494
SP15,G2,P06,08/17/21,1960,66,109
SP17,G1,P21,08/17/21,4487,99,214
SP12,G5,P15,08/17/21,2240,32,249
SP21,G2,P07,08/17/21,308,445,14
SP04,G5,P01,08/17/21,1568,30,61
SP14,G1,P09,08/18/21,6510,536,465
SP19,G6,P16,08/18/21,5992,263,207
SP12,G3,P07,08/18/21,609,398,24
SP18,G6,P08,08/18/21,8141,73,340
SP02,G5,P14,08/18/21,12908,106,1174
SP14,G4,P13,08/18/21,266,265,15
SP14,G5,P21,08/18/21,14672,122,816
SP09,G4,P18,08/18/21,8540,200,285
SP22,G3,P04,08/18/21,546,145,26
SP24,G5,P22,08/18/21,1631,43,86
SP09,G1,P12,08/18/21,203,173,21
SP25,G5,P13,08/18/21,3451,21,165
SP16,G4,P18,08/18/21,9303,14,282
SP14,G2,P21,08/18/21,5565,314,293
SP18,G3,P15,08/18/21,6083,124,676
SP09,G2,P06,08/18/21,3808,50,293
SP25,G5,P07,08/18/21,4634,25,172
SP05,G6,P02,08/18/21,1085,50,68
SP18,G3,P10,08/19/21,9506,39,476
SP08,G3,P08,08/19/21,6468,323,270
SP08,G2,P22,08/19/21,10766,106,490
SP11,G1,P11,08/19/21,2359,53,91
SP23,G4,P20,08/19/21,273,227,21
SP25,G5,P02,08/19/21,7217,13,602
SP07,G5,P15,08/19/21,8386,7,560
SP01,G4,P08,08/19/21,13111,43,625
SP09,G2,P22,08/19/21,287,82,16
SP18,G5,P10,08/19/21,11795,204,492
SP04,G3,P12,08/19/21,7721,56,483
SP25,G4,P15,08/19/21,147,179,11
SP25,G5,P19,08/19/21,2891,32,207
SP06,G1,P12,08/19/21,875,256,49
SP01,G6,P02,08/19/21,910,38,102
SP09,G2,P15,08/20/21,1498,109,100
SP23,G3,P05,08/20/21,1099,123,74
SP09,G3,P11,08/20/21,805,69,26
SP22,G2,P03,08/20/21,2268,119,152
SP02,G2,P01,08/20/21,1568,220,69
SP24,G6,P14,08/20/21,49,4,4
SP08,G3,P07,08/20/21,12558,133,503
SP25,G5,P06,08/20/21,2856,199,179
SP15,G4,P01,08/20/21,896,84,32
SP12,G4,P03,08/20/21,2709,145,118
SP01,G5,P15,08/20/21,1729,326,217
SP24,G4,P03,08/20/21,5215,250,326
SP16,G6,P20,08/20/21,1008,205,56
SP09,G2,P18,08/20/21,10661,229,356
SP14,G1,P12,08/20/21,6713,154,560
SP08,G3,P11,08/20/21,5320,98,190
SP19,G2,P04,08/20/21,3850,311,193
SP23,G5,P22,08/20/21,616,103,27
